destination_id,destination_name,state_ut,region,category,famous_for,nearby_cities,local_language,pin_code,nearest_airport,avg_monthly_visitors,peak_season,off_season,visitor_growth_rate_pct,avg_length_of_stay_days,booking_rate_pct,domestic_visitors_pct,international_visitors_pct,repeat_visitors_pct,entry_fee_inr,safety_rating_1_5,travel_difficulty,accessibility_by_road,accessibility_by_rail,emergency_services_available,hotel_count,avg_hotel_cost_inr,restaurant_count,public_transport_available,internet_connectivity_1_5,avg_temperature_c,rainfall_mm,pollution_index_1_10,cleanliness_rating_1_10,eco_tourism_score_1_10,popular_festival,top_local_cuisine,cultural_heritage_index_1_100,adventure_activities,recommended_stay_days,tourism_development_fund_inr,tour_guide_availability,women_traveler_safety_1_5,child_friendliness_1_5,nightlife_availability,instagram_popularity_1_100,sustainability_rating_1_5,smart_tourism_features,local_crafts_shopping,most_visited_month
DST1076,Place_76,Himachal Pradesh,Central,Urban,Culture,Ahmedabad,Bengali,130215,Chaudhary Charan Singh International Airport,3488,Winter,Monsoon,7.68,8,73.21,64.71,27.91,38.53,470,3,Moderate,false,true,true,97,3857,178,true,1,10.3,2952.1,7,3,3,Durga Puja,Kebabs,42,true,4,23656531,false,5,4,false,86,1,false,true,May
DST1077,Place_77,Maharashtra,Central,Beach,Scenery,Lucknow,Marathi,549535,Pune Airport,26192,Monsoon,Winter,12.11,5,86.1,67.01,8.87,29.51,492,1,Moderate,true,true,false,25,2944,181,true,5,39,1457.2,1,2,2,Navratri,Dosa,55,true,8,12962288,false,3,1,true,18,4,true,false,August
DST1078,Place_78,Rajasthan,Central,Beach,Wildlife,Ahmedabad,Malayalam,619751,Lokpriya Gopinath Bordoloi International Airport,29897,Winter,Monsoon,9.82,8,85.79,91.59,36.69,11.74,119,2,Difficult,false,true,true,6,3871,166,false,4,33.5,649.9,8,4,6,Bihu,Pav Bhaji,44,true,3,44274252,true,3,1,true,89,5,true,true,August
DST1079,Place_79,Kerala,South,Wildlife,Culture,Chennai,Hindi,830002,Lokpriya Gopinath Bordoloi International Airport,19802,Monsoon,Monsoon,7.64,2,84.57,63.83,17.25,31.72,18,2,Difficult,false,false,true,27,7604,77,false,2,39.9,584.1,6,3,2,Navratri,Momos,31,false,6,48262426,true,5,4,false,80,3,true,true,March
DST1080,Place_80,Rajasthan,Central,Hill Station,Scenery,Cochin,Hindi,403391,Rajiv Gandhi International Airport,17411,Summer,Monsoon,10.02,7,84.26,73.96,22.9,24.06,295,5,Difficult,false,false,true,84,8639,34,false,1,32.9,2001.2,6,6,1,Ganesh Chaturthi,Rogan Josh,43,true,5,9615664,true,5,4,false,85,3,false,true,August
DST1081,Place_81,Kerala,Central,Urban,Temples,Guwahati,Hindi,753980,Raja Bhoj Airport,30666,Summer,Summer,13.7,10,45.88,86.71,11.26,13.35,308,1,Moderate,true,true,false,15,3138,23,false,4,32.9,2161.3,10,6,1,Diwali,Chole Bhature,45,true,3,13583995,false,4,3,true,13,1,false,false,January
DST1082,Place_82,Himachal Pradesh,West,Hill Station,Wildlife,Jaipur,Malayalam,798408,Chennai International Airport,41975,Monsoon,Summer,8.93,4,47.18,91.1,24.13,24.67,246,1,Moderate,true,false,true,77,9480,196,false,1,31,2706.2,4,4,9,Diwali,Kebabs,35,false,8,36372345,true,1,1,false,40,1,true,false,October
DST1083,Place_83,Himachal Pradesh,North,Beach,Food,Chennai,Marathi,874474,Indira Gandhi International Airport,13770,Winter,Monsoon,12.2,5,45.89,71.76,37.86,24.7,204,3,Easy,false,false,false,6,7937,71,false,1,22.7,785.9,9,4,1,Onam,Pav Bhaji,50,true,9,7478450,false,2,3,true,12,1,true,false,January
DST1084,Place_84,Himachal Pradesh,East,Urban,Scenery,Delhi,Bengali,306604,Lokpriya Gopinath Bordoloi International Airport,8977,Summer,Summer,14.73,9,44.55,65.76,36.56,27.75,419,3,Difficult,false,false,false,86,7115,154,true,2,19.4,1356.3,10,10,7,Diwali,Kebabs,19,false,5,43988403,false,3,1,false,50,1,false,true,October
DST1085,Place_85,Kerala,North,Hill Station,Scenery,Bengaluru,Tamil,691002,Rajiv Gandhi International Airport,38429,Monsoon,Winter,10.88,13,57.66,85.8,7.24,28.32,66,3,Difficult,true,false,false,17,4344,126,false,4,25.8,2916.5,9,10,5,Ganesh Chaturthi,Biryani,16,true,8,27456727,true,3,4,false,16,3,true,true,December
DST1086,Place_86,Rajasthan,West,Heritage,Wildlife,Hyderabad,Marathi,397463,Sardar Vallabhbhai Patel International Airport,33031,Summer,Monsoon,9.03,6,74.2,87.04,18.24,31.49,341,5,Easy,true,false,true,49,8700,156,false,5,15.3,1341.2,6,10,6,Ganesh Chaturthi,Biryani,51,true,7,38568615,true,5,2,false,75,2,true,false,March
DST1087,Place_87,Himachal Pradesh,East,Wildlife,Culture,Indore,Malayalam,743346,Kempegowda International Airport,5549,Summer,Monsoon,1.52,6,57.73,94.3,14.36,14.6,344,1,Easy,false,false,false,76,8148,166,false,3,31.7,1432.8,9,2,10,Lohri,Kebabs,20,true,3,21641754,true,5,3,false,84,1,true,false,January
DST1088,Place_88,Goa,Central,Wildlife,Culture,Chennai,Malayalam,378169,Raja Bhoj Airport,21337,Winter,Monsoon,6.24,2,76.02,64.88,21.85,10.26,403,4,Easy,true,true,true,14,8681,109,true,4,39.9,936.7,1,7,9,Holi,Idli,90,true,3,4851698,false,5,3,true,59,4,false,true,March
DST1089,Place_89,Assam,West,Heritage,Culture,Guwahati,Hindi,109780,Raja Bhoj Airport,28365,Summer,Summer,8.92,7,81.01,84.83,34.18,46.8,411,1,Difficult,false,false,false,95,5686,75,true,1,28,2625.8,7,9,3,Onam,Kebabs,81,false,4,43583266,false,2,2,true,69,4,false,false,May
DST1090,Place_90,Kerala,Central,Beach,Food,Bengaluru,Marathi,909138,Chhatrapati Shivaji Maharaj International Airport,21645,Monsoon,Summer,12.16,3,73.31,74.61,30.86,26.87,184,4,Easy,true,false,false,85,7699,54,false,4,35.7,1160.3,9,9,6,Onam,Momos,80,true,2,5592775,false,3,1,true,80,3,true,false,August
DST1091,Place_91,Kerala,South,Urban,Wildlife,Cochin,Hindi,798276,Lokpriya Gopinath Bordoloi International Airport,48797,Winter,Summer,7.13,2,63.26,92.01,17.04,40.68,386,2,Moderate,false,true,false,92,3630,80,true,3,15.2,1943.1,5,10,7,Eid,Pav Bhaji,81,true,4,23087079,true,2,2,true,56,1,false,true,December
DST1092,Place_92,Rajasthan,Northeast,Wildlife,Wildlife,Bhopal,Tamil,175503,Pune Airport,25507,Monsoon,Winter,14.44,7,54.78,74.27,18.39,25.35,341,4,Moderate,false,true,true,25,8914,37,true,4,34.8,629.5,6,2,2,Pongal,Momos,15,true,8,18234336,false,1,2,true,66,5,false,true,October
DST1093,Place_93,Kerala,West,Heritage,Culture,Ahmedabad,Hindi,261928,Pune Airport,5973,Monsoon,Summer,4.81,6,46.22,75.61,27.9,59.21,107,2,Moderate,false,true,false,5,1223,68,false,3,37.2,1885.7,6,9,6,Pongal,Idli,55,true,9,13205133,true,2,5,true,93,1,false,true,August
DST1094,Place_94,Kerala,South,Heritage,Culture,Chennai,Tamil,989598,Netaji Subhas Chandra Bose International Airport,9436,Monsoon,Monsoon,11.42,14,64.68,64.44,11.8,25.77,164,3,Easy,false,false,true,20,2521,191,true,2,35.2,2808.5,5,5,6,Navratri,Biryani,14,true,8,24341460,true,4,1,false,31,3,true,false,March
DST1095,Place_95,Himachal Pradesh,West,Beach,Temples,Chennai,Malayalam,109179,Sardar Vallabhbhai Patel International Airport,11086,Winter,Summer,6.87,6,75.98,71.23,8.6,40.25,120,1,Difficult,false,true,true,47,2654,17,true,1,28.8,2352.8,10,6,5,Durga Puja,Sarson da Saag,89,true,4,8630696,false,3,2,true,31,5,false,true,August
DST1096,Place_96,Rajasthan,West,Beach,Temples,Kolkata,Hindi,793983,Devi Ahilya Bai Holkar Airport,18740,Summer,Summer,7.8,10,67.41,74.03,13.49,21,485,3,Difficult,false,true,false,10,7048,19,false,5,37.8,296.3,9,1,7,Lohri,Momos,54,true,6,48318892,false,2,2,false,98,3,false,false,October
DST1097,Place_97,Himachal Pradesh,South,Hill Station,Scenery,Ahmedabad,Hindi,772947,Chaudhary Charan Singh International Airport,26518,Monsoon,Summer,12.24,13,76.07,60.61,9.34,35.89,401,1,Easy,true,false,false,80,6144,30,true,4,38.8,1938.5,5,7,9,Diwali,Chole Bhature,23,true,4,24552054,false,3,5,true,27,2,false,false,March
DST1098,Place_98,Assam,East,Wildlife,Scenery,Lucknow,Bengali,779093,Goa International Airport,20851,Summer,Summer,5.15,11,56.76,75.32,17.32,38.97,83,4,Easy,true,true,false,15,5772,44,true,2,34.5,1720.2,3,8,7,Diwali,Momos,43,true,9,25782656,false,5,5,true,83,4,false,false,October
DST1099,Place_99,Assam,North,Hill Station,Wildlife,Lucknow,Malayalam,881570,Indira Gandhi International Airport,40732,Summer,Monsoon,2.36,11,43.34,71.77,37.81,19.14,301,1,Difficult,false,false,true,86,7307,13,false,4,26.4,1081.9,6,5,2,Durga Puja,Dosa,65,false,3,19534541,true,2,5,false,71,3,false,true,May
DST1100,Place_100,Himachal Pradesh,Central,Heritage,Wildlife,Pune,Bengali,581522,Chennai International Airport,15842,Monsoon,Summer,8.28,14,78.55,88.13,9.21,16.18,260,4,Moderate,true,false,true,70,1736,190,false,2,35.1,2543.8,6,6,4,Diwali,Kebabs,67,true,5,9969752,false,3,4,false,21,1,true,true,October
DST1101,Place_101,Assam,West,Urban,Food,Jaipur,Tamil,723711,Cochin International Airport,30954,Summer,Monsoon,8.4,4,50.99,63.75,33.64,58.68,106,1,Moderate,true,false,true,53,9337,94,true,3,21.2,2396,1,4,1,Diwali,Momos,59,false,6,46156262,true,2,3,false,38,1,true,true,August
DST1102,Place_102,Rajasthan,Central,Urban,Food,Goa,Tamil,223076,Sardar Vallabhbhai Patel International Airport,2745,Winter,Summer,12.16,2,70.81,86.61,23.71,54.66,122,2,Difficult,true,false,false,24,7978,34,true,2,20.4,1981,4,3,2,Durga Puja,Biryani,98,true,9,29427542,true,2,5,false,12,3,false,true,January
DST1103,Place_103,Maharashtra,Northeast,Beach,Temples,Hyderabad,Malayalam,235047,Devi Ahilya Bai Holkar Airport,13697,Winter,Winter,14.56,9,80.21,84.99,27.15,43,72,4,Easy,false,false,true,25,2033,29,false,3,20.4,2258.1,10,3,9,Ganesh Chaturthi,Chole Bhature,95,true,3,21892330,true,2,1,true,62,4,false,false,March
DST1104,Place_104,Himachal Pradesh,South,Urban,Scenery,Chennai,Tamil,354477,Jaipur International Airport,27933,Summer,Winter,1.77,13,46.96,68.46,10.95,53.05,476,3,Moderate,false,false,true,40,7663,105,true,2,16,660.2,10,2,7,Pongal,Rogan Josh,76,false,7,3958182,false,4,4,false,35,3,true,true,May
DST1105,Place_105,Goa,Central,Urban,Temples,Indore,Malayalam,833815,Chhatrapati Shivaji Maharaj International Airport,4879,Summer,Monsoon,9.28,6,69.92,62.91,10.3,14.78,336,3,Moderate,true,false,true,42,3281,105,true,4,28.7,2769.1,1,10,8,Onam,Dosa,91,false,8,43577971,true,4,3,false,90,3,true,true,January
DST1106,Place_106,Goa,South,Urban,Temples,Chennai,Tamil,437282,Devi Ahilya Bai Holkar Airport,21161,Winter,Monsoon,10.54,12,74.47,89.46,10.7,46.47,459,3,Moderate,true,false,true,60,8348,136,true,5,29.8,2037.3,6,6,8,Lohri,Sarson da Saag,65,false,9,1863366,true,2,4,true,93,1,false,false,January
DST1107,Place_107,Kerala,Central,Heritage,Scenery,Pune,Marathi,800823,Kempegowda International Airport,19499,Summer,Winter,14.8,6,77.33,68.73,28.35,24.28,312,3,Easy,false,true,false,95,7033,31,true,1,35.8,1456.7,2,9,2,Holi,Idli,29,false,5,28748728,false,2,5,false,61,1,false,false,January
DST1108,Place_108,Assam,North,Urban,Food,Jaipur,Hindi,273226,Netaji Subhas Chandra Bose International Airport,23641,Summer,Winter,14.2,9,47.38,65.09,31.17,36.97,153,2,Easy,false,true,false,15,5619,58,false,5,30.8,660,5,3,5,Bihu,Dosa,22,false,5,41503313,true,3,2,false,93,1,true,false,March
DST1109,Place_109,Goa,North,Urban,Scenery,Ahmedabad,Marathi,306748,Raja Bhoj Airport,36035,Summer,Summer,10.97,9,81.26,72.57,37.21,48.24,288,2,Moderate,true,false,false,22,9577,98,false,2,33.4,2080,3,1,1,Eid,Momos,94,false,6,24758031,false,5,2,true,87,4,true,true,March
DST1110,Place_110,Kerala,North,Urban,Culture,Indore,Malayalam,611559,Sardar Vallabhbhai Patel International Airport,19651,Summer,Winter,8.31,12,44.71,74.03,18.94,11.67,96,5,Easy,true,false,true,85,5939,15,false,3,30.7,380.5,6,10,9,Diwali,Dosa,82,true,4,28125893,false,1,4,false,50,1,true,true,January
DST1111,Place_111,Maharashtra,North,Hill Station,Culture,Chennai,Malayalam,710994,Netaji Subhas Chandra Bose International Airport,10688,Monsoon,Monsoon,3.26,3,65.98,71.41,21.17,44.74,291,5,Difficult,true,false,true,49,7478,188,true,4,30.9,1027.3,9,1,5,Onam,Biryani,95,true,6,4224513,false,5,3,true,22,5,true,true,October
DST1112,Place_112,Rajasthan,North,Heritage,Culture,Bengaluru,Marathi,216905,Chhatrapati Shivaji Maharaj International Airport,48833,Summer,Monsoon,6.38,4,62.17,94.18,21.44,31.74,348,5,Easy,true,false,false,30,1513,164,true,1,20.2,1764,3,4,1,Bihu,Sarson da Saag,54,true,6,21914518,false,3,3,true,49,5,false,false,October
DST1113,Place_113,Rajasthan,North,Beach,Wildlife,Mumbai,Hindi,128830,Rajiv Gandhi International Airport,11988,Winter,Winter,9.19,11,51.09,90.83,14.45,31.98,277,5,Difficult,true,false,false,63,9218,155,false,1,39,1973.7,9,1,7,Eid,Rogan Josh,40,true,7,26391617,false,4,1,true,60,3,false,false,January
DST1114,Place_114,Rajasthan,South,Hill Station,Food,Goa,Hindi,996508,Netaji Subhas Chandra Bose International Airport,24470,Monsoon,Monsoon,11.15,11,55.1,90.55,16.49,55.36,253,1,Moderate,true,true,true,10,1664,21,true,4,29.2,150.3,5,10,9,Onam,Kebabs,79,false,6,23782104,true,3,5,false,11,3,false,true,October
DST1115,Place_115,Goa,West,Wildlife,Food,Jaipur,Bengali,565342,Pune Airport,38249,Monsoon,Summer,9.9,2,48.22,73.96,34.64,52.99,81,4,Moderate,true,true,true,47,3187,37,false,2,27.6,125.5,2,2,1,Lohri,Pav Bhaji,50,true,7,46224814,true,3,2,false,45,2,false,true,January
DST1116,Place_116,Maharashtra,Central,Heritage,Wildlife,Chennai,Tamil,392753,Chaudhary Charan Singh International Airport,24849,Winter,Summer,11,4,61.29,93.7,17.03,12.88,16,3,Difficult,true,false,true,98,6824,28,false,1,35.4,423.2,10,4,1,Durga Puja,Pav Bhaji,55,true,5,49651141,true,1,3,true,23,5,true,false,March
DST1117,Place_117,Goa,North,Heritage,Temples,Jaipur,Bengali,641689,Devi Ahilya Bai Holkar Airport,34697,Summer,Winter,7.01,13,41.78,83.94,35.42,40.92,299,1,Moderate,true,true,false,56,7238,52,true,4,22.6,2328.2,10,4,1,Durga Puja,Idli,11,true,4,5944298,false,5,1,false,35,4,true,true,December
DST1118,Place_118,Assam,South,Wildlife,Culture,Lucknow,Hindi,520945,Raja Bhoj Airport,8773,Monsoon,Monsoon,11.19,5,84.45,89.12,15.68,31.79,179,2,Moderate,false,true,true,66,7311,108,true,2,12.9,1744.6,10,8,7,Eid,Chole Bhature,16,false,7,34379047,false,4,4,true,75,3,true,true,October
DST1119,Place_119,Goa,South,Wildlife,Culture,Indore,Marathi,989912,Rajiv Gandhi International Airport,37092,Monsoon,Winter,3.01,12,48.17,77.53,16.9,15.89,215,3,Moderate,false,false,true,21,2540,152,false,4,17.2,1864.4,10,4,10,Navratri,Biryani,21,false,7,15008476,false,3,1,true,20,3,false,false,May
DST1120,Place_120,Maharashtra,South,Wildlife,Temples,Cochin,Tamil,218278,Sardar Vallabhbhai Patel International Airport,30076,Summer,Monsoon,3.28,8,84.3,65.62,24.61,52.55,21,4,Easy,false,false,false,81,3631,45,true,1,34.2,1849.9,9,3,3,Holi,Chole Bhature,73,true,2,6068808,true,1,2,true,82,4,true,false,March
DST1121,Place_121,Maharashtra,West,Beach,Scenery,Guwahati,Marathi,800527,Goa International Airport,5587,Summer,Monsoon,3.28,10,83.18,91.04,8.61,13.58,235,4,Easy,true,false,true,50,8157,106,false,5,32,206.8,3,4,9,Diwali,Sarson da Saag,52,true,5,12529160,true,3,5,true,59,5,false,true,December
DST1122,Place_122,Assam,Central,Urban,Scenery,Bhopal,Bengali,325253,Kempegowda International Airport,34124,Winter,Monsoon,13.47,13,62.58,77.02,37.27,11.6,452,2,Difficult,true,true,true,45,9499,94,true,1,13.5,599.6,9,5,9,Pongal,Dosa,60,true,6,12848845,true,3,1,true,80,2,true,true,January
DST1123,Place_123,Maharashtra,West,Heritage,Food,Hyderabad,Malayalam,943823,Pune Airport,16787,Monsoon,Summer,2.06,6,64.89,93.9,33.71,19.88,384,3,Difficult,false,false,false,17,2993,51,false,1,12.1,2210.8,6,5,7,Lohri,Vada Pav,92,true,7,39640556,false,5,4,false,44,4,true,true,May
DST1124,Place_124,Maharashtra,East,Urban,Wildlife,Chennai,Marathi,750831,Chhatrapati Shivaji Maharaj International Airport,21448,Summer,Monsoon,12.22,13,55.1,68.92,28.47,25.17,210,5,Easy,true,false,true,10,1703,100,true,5,28.7,1972.6,1,4,3,Onam,Biryani,29,true,8,25609550,false,5,1,false,90,2,true,false,December
DST1125,Place_125,Rajasthan,South,Urban,Food,Hyderabad,Bengali,718871,Rajiv Gandhi International Airport,6499,Summer,Summer,4.27,2,89.84,94.73,39.58,13.04,285,3,Moderate,true,false,true,90,7638,135,true,2,38.2,1391.3,1,10,10,Navratri,Kebabs,22,false,9,21297389,true,1,4,true,99,2,true,true,May
DST1126,Place_126,Assam,East,Wildlife,Scenery,Delhi,Bengali,289243,Pune Airport,4841,Winter,Monsoon,7.56,3,73.54,67.78,5.56,42.07,422,3,Easy,false,true,true,37,1354,54,true,4,15.2,159.2,3,2,8,Diwali,Momos,56,false,5,26278799,true,3,1,true,38,3,true,false,March
DST1127,Place_127,Tamil Nadu,Northeast,Beach,Temples,Cochin,Bengali,581312,Chaudhary Charan Singh International Airport,45890,Monsoon,Winter,13.82,11,87.59,72.89,19.39,31.86,206,4,Moderate,false,true,false,8,1546,39,false,2,26.5,1308.8,5,3,6,Pongal,Dosa,94,true,3,49928623,true,3,2,true,47,5,true,true,May
DST1128,Place_128,Tamil Nadu,North,Hill Station,Food,Mumbai,Malayalam,237719,Rajiv Gandhi International Airport,26402,Summer,Summer,9.2,3,60.74,80.79,35.04,30.61,493,2,Difficult,false,false,false,82,6136,48,false,2,34.4,819.1,6,10,4,Holi,Momos,35,false,4,26286956,true,3,3,false,42,2,true,false,December
DST1129,Place_129,Maharashtra,North,Beach,Culture,Pune,Malayalam,368159,Indira Gandhi International Airport,47177,Winter,Summer,3.94,10,84.15,84.27,20.16,17.27,418,3,Difficult,true,false,true,54,1109,183,true,4,25.9,2122.1,5,10,8,Durga Puja,Biryani,67,true,8,42308459,false,2,5,false,84,4,false,false,October
DST1130,Place_130,Tamil Nadu,West,Urban,Culture,Hyderabad,Malayalam,383650,Indira Gandhi International Airport,24055,Monsoon,Summer,4.98,11,62.41,85.21,5.18,31.89,324,1,Difficult,false,true,true,52,2498,195,true,2,20.5,2491.6,8,3,3,Bihu,Chole Bhature,31,false,2,35849115,false,2,4,false,15,5,true,false,May
DST1131,Place_131,Tamil Nadu,Central,Beach,Temples,Chennai,Tamil,345221,Rajiv Gandhi International Airport,40827,Monsoon,Winter,13.89,8,83.34,76.67,10.52,29.51,254,1,Easy,false,true,true,31,4671,39,true,3,33.7,1561,6,5,1,Holi,Rogan Josh,68,false,4,5851339,false,3,2,false,27,1,true,true,May
DST1132,Place_132,Maharashtra,East,Wildlife,Scenery,Kolkata,Malayalam,124067,Devi Ahilya Bai Holkar Airport,1665,Monsoon,Summer,6.98,3,46.55,62.69,20.19,29.18,453,2,Easy,true,false,false,10,9754,118,true,1,33.1,1270.2,2,2,4,Navratri,Idli,84,false,3,38038976,true,5,4,true,40,1,false,false,August
DST1133,Place_133,Tamil Nadu,Central,Hill Station,Culture,Bhopal,Malayalam,492963,Lokpriya Gopinath Bordoloi International Airport,33271,Monsoon,Winter,9.22,2,71.84,77.36,28.38,20.93,344,5,Moderate,false,false,true,62,7892,193,false,3,34.9,891.8,5,2,9,Onam,Rogan Josh,24,true,2,13483239,false,1,3,false,88,4,false,false,May
DST1134,Place_134,Goa,West,Wildlife,Culture,Pune,Malayalam,609993,Rajiv Gandhi International Airport,24237,Winter,Monsoon,7.44,6,73.94,71.71,10.69,14.72,10,3,Difficult,true,true,false,67,8952,97,true,4,38.4,368.6,7,10,7,Eid,Biryani,54,false,5,42744681,true,5,4,true,86,1,true,false,May
DST1135,Place_135,Kerala,North,Hill Station,Wildlife,Goa,Marathi,626344,Devi Ahilya Bai Holkar Airport,43988,Summer,Monsoon,6.3,13,72.81,83.02,20.68,23.04,306,3,Moderate,true,true,true,5,1465,191,true,5,14.5,1178.1,2,2,1,Lohri,Biryani,56,true,2,24799456,true,1,3,false,14,5,true,false,October
DST1136,Place_136,Assam,Central,Urban,Food,Pune,Malayalam,354770,Indira Gandhi International Airport,29267,Monsoon,Winter,4.13,2,62.35,66.38,5.45,43.36,318,4,Moderate,true,true,false,32,1176,95,false,5,20.2,2066.3,5,6,1,Pongal,Dosa,91,true,6,30721299,false,4,3,false,93,5,false,false,May
DST1137,Place_137,Kerala,Central,Hill Station,Scenery,Ahmedabad,Tamil,653616,Sardar Vallabhbhai Patel International Airport,11774,Monsoon,Summer,10.61,10,74.2,73.79,21.71,13.65,341,3,Easy,true,true,false,33,6861,46,true,4,39.6,2031.6,5,8,1,Lohri,Momos,40,false,8,8298146,false,3,4,true,49,3,false,true,May
DST1138,Place_138,Maharashtra,North,Hill Station,Food,Hyderabad,Bengali,964144,Devi Ahilya Bai Holkar Airport,1553,Summer,Summer,11.06,4,51.97,93.81,36.36,29.12,378,5,Easy,true,true,true,32,6382,99,true,4,27.8,1297.1,8,10,6,Lohri,Biryani,38,true,3,27487150,false,3,2,true,56,5,false,false,December
DST1139,Place_139,Rajasthan,East,Hill Station,Scenery,Kolkata,Marathi,152832,Netaji Subhas Chandra Bose International Airport,14860,Monsoon,Winter,4.85,3,69.79,63.11,25.89,35.72,33,3,Moderate,false,false,false,95,3927,159,true,2,30.1,2901.3,9,6,10,Eid,Pav Bhaji,50,false,9,25544137,true,2,1,false,72,2,false,false,March
DST1140,Place_140,Assam,North,Beach,Culture,Hyderabad,Hindi,142771,Goa International Airport,25903,Monsoon,Monsoon,12.05,14,67.71,81.08,20.42,58.16,120,3,Moderate,false,false,true,78,6056,106,false,1,36.5,2826.2,3,4,10,Holi,Idli,90,true,7,45838471,false,4,2,true,91,3,false,true,August
DST1141,Place_141,Maharashtra,Central,Beach,Wildlife,Indore,Malayalam,197421,Kempegowda International Airport,8045,Summer,Winter,12.96,7,55.92,63.17,10.68,52.19,235,4,Moderate,true,false,false,86,2482,33,true,3,30.7,2639.4,4,8,9,Bihu,Biryani,27,false,6,26273741,true,2,2,true,52,2,false,true,May
DST1142,Place_142,Rajasthan,East,Urban,Food,Bhopal,Bengali,277587,Pune Airport,10380,Summer,Summer,13.89,4,78.94,65.49,12.08,55.83,182,1,Easy,true,true,true,72,7409,78,true,4,30.5,1363.8,9,4,3,Navratri,Chole Bhature,19,false,8,42546556,false,5,2,true,11,5,false,true,January
DST1143,Place_143,Kerala,East,Hill Station,Culture,Ahmedabad,Bengali,688826,Pune Airport,33917,Monsoon,Summer,3.26,6,44.04,81.17,7.68,51,77,1,Moderate,false,false,false,45,8232,97,false,5,13.1,2264.9,9,9,3,Navratri,Idli,18,true,3,27012954,true,2,4,true,85,3,true,false,August
DST1144,Place_144,Maharashtra,North,Heritage,Scenery,Cochin,Marathi,572194,Chhatrapati Shivaji Maharaj International Airport,33261,Summer,Summer,5.25,11,48.57,75.54,30.98,39.46,122,5,Easy,false,false,false,59,1426,108,false,1,25.2,2794.1,3,8,7,Ganesh Chaturthi,Sarson da Saag,61,false,5,24464012,true,1,1,false,29,4,true,true,October
DST1145,Place_145,Assam,Central,Urban,Food,Guwahati,Hindi,402295,Kempegowda International Airport,14343,Winter,Summer,13.04,9,63.56,79.2,7.7,53.04,456,2,Difficult,true,false,false,36,2527,131,true,1,30.2,2239.1,2,4,6,Pongal,Sarson da Saag,36,false,8,27419193,true,3,1,false,33,4,false,true,May
DST1146,Place_146,Assam,West,Hill Station,Food,Cochin,Tamil,756989,Chennai International Airport,3853,Winter,Monsoon,3.78,11,84.59,90.8,18.44,38.26,275,2,Difficult,false,false,false,73,6250,95,false,2,34.2,1015.7,7,7,9,Eid,Biryani,35,false,5,9140108,false,5,3,false,82,4,false,true,December
DST1147,Place_147,Himachal Pradesh,Central,Hill Station,Culture,Indore,Bengali,445607,Indira Gandhi International Airport,11128,Monsoon,Monsoon,1.05,3,68.76,88.6,31.24,27.89,207,4,Moderate,true,true,true,26,6952,170,false,5,22.4,297.2,4,10,3,Durga Puja,Vada Pav,94,true,9,34237685,false,4,1,true,44,3,false,false,March
